,text,emotion_label,stress_label
23595,geram banget sama pelayanan tadi hari ini waktu malam sendiri,angry,0.73
23596,kesal banget hari ini wkwk di rumah sendiri,angry,0.76
23597,seneng banget hari ini ketemu temen lama dan kepikiran terus pas perjalanan sama temen kantor,happy,0.16
23598,capek ngadepin orang yang egois padahal udah coba santai di kantor sendiri,angry,0.76
23599,marah banget karena kerjaan berantakan agak random sih tadi pagi,angry,0.74
23600,cuaca hari ini lumayan panas agak random sih bareng temen sama keluarga,neutral,0.23
23601,orang itu bikin emosi banget waktu malam sama temen kantor,angry,0.87
23602,kehilangan semangat buat ngapa ngapain wkwk di kampus,sad,0.56
23603,habis beresin kamar dan lanjut kerja dari tadi kepikiran waktu malam sendiri,neutral,0.36
23604,emosi lihat komentar orang tadi agak random sih sama dia,angry,0.88
23605,lagi baca berita sambil santai tapi yaudahlah sama keluarga,neutral,0.45
23606,hari ini ga ada hal spesial hari ini bareng temen sama dia,neutral,0.42
23607,dapat kabar baik dari keluarga tadi pagi agak random sih sama dia,happy,0.27
23608,besok ada jadwal meeting rutin dan kepikiran terus sendiri,neutral,0.42
23609,hari ini berat banget dijalanin banget di kampus sama temen kantor,sad,0.77
23610,aku cuma pengen istirahat sebentar dan kepikiran terus pas perjalanan sendiri,sad,0.56
23611,masih susah move on dari kejadian itu wkwk pas perjalanan,sad,0.62
23612,anxious banget sebelum meeting tadi hari ini pas perjalanan sama temen kantor,anxious,0.79
23613,akhir minggu ini seru banget wkwk di kampus sendiri,happy,0.08
23614,kesal banget hari ini jujur aja di kampus sama keluarga,angry,0.88
23615,senyum sendiri pas inget kejadian tadi pas perjalanan,happy,0.23
23616,kesal banget hari ini sumpah di kampus sama dia,angry,0.86
23617,dapat kabar baik dari keluarga tadi pagi hari ini di rumah sendiri,happy,0.09
23618,cuaca hari ini lumayan panas agak random sih sama dia,neutral,0.24
23619,malam ini kepikiran terus jadi sedih banget di kantor,sad,0.82
23620,seneng banget hari ini ketemu temen lama banget sama temen kantor,happy,0.16
23621,marah banget karena kerjaan berantakan pas perjalanan,angry,0.85
23622,rasanya kosong aja hari ini banget asli pas perjalanan,sad,0.65
23623,hari ini ga ada hal spesial jujur aja pas perjalanan sama temen kantor,neutral,0.37
23624,udah sabar tapi masih dibohongin tapi yaudahlah di rumah sama dia,angry,0.68
23625,lagi duduk sambil denger musik agak random sih pas perjalanan sama temen kantor,neutral,0.44
23626,ngerasa sendirian akhir akhir ini banget asli di kantor sama dia,sad,0.82
23627,malam ini kepikiran terus jadi sedih agak random sih pas perjalanan sama dia,sad,0.66
23628,seneng banget hari ini ketemu temen lama padahal udah coba santai waktu malam,happy,0.22
23629,deg degan nunggu hasil pengumuman sumpah tadi pagi sama dia,anxious,0.85
23630,rasanya sedih banget akhir akhir ini padahal udah coba santai sendiri,sad,0.58
23631,habis beresin kamar dan lanjut kerja wkwk tadi pagi sama keluarga,neutral,0.39
23632,akhirnya tugas selesai juga lega banget sih pas perjalanan,happy,0.26
23633,takut gagal di presentasi besok dari tadi kepikiran waktu malam sama keluarga,anxious,0.89
23634,emosi lihat komentar orang tadi banget di kampus sama dia,angry,0.77
23635,kehilangan semangat buat ngapa ngapain dan kepikiran terus pas perjalanan sama keluarga,sad,0.79
23636,capek sama keadaan sekarang tapi yaudahlah bareng temen sama keluarga,sad,0.78
23637,rasanya pengen marah terus serius di rumah sendiri,angry,0.87
23638,sekarang lagi nonton youtube hari ini di kantor sendiri,neutral,0.23
23639,rasanya pengen marah terus dari tadi kepikiran pas perjalanan sendiri,angry,0.73
23640,bingung dan takut ambil keputusan wkwk di kantor sama keluarga,anxious,0.76
23641,akhir minggu ini seru banget agak random sih sama keluarga,happy,0.15
23642,tadi pagi pergi sebentar ke minimarket banget di kampus sama temen kantor,neutral,0.23
23643,marah banget karena kerjaan berantakan banget di kampus,angry,0.94
23644,sekarang lagi nonton youtube tapi yaudahlah di kantor sendiri,neutral,0.24
23645,masih susah move on dari kejadian itu padahal udah coba santai waktu malam,sad,0.74
23646,malam ini kepikiran terus jadi sedih dari tadi kepikiran waktu malam sendiri,sad,0.72
23647,kepikiran banyak hal sampai susah tidur padahal udah coba santai waktu malam sendiri,anxious,0.91
23648,aku cuma pengen istirahat sebentar dan kepikiran terus sama dia,sad,0.77
23649,hari ini berat banget dijalanin hari ini di rumah sendiri,sad,0.78
23650,akhirnya lolos interview kerja sih pas perjalanan sama keluarga,happy,0.11
23651,lagi baca berita sambil santai tapi yaudahlah pas perjalanan sama dia,neutral,0.36
23652,hari ini biasa aja seperti biasanya bareng temen sama dia,neutral,0.43
23653,akhir akhir ini overthinking terus serius pas perjalanan sama dia,anxious,0.71
23654,malam ini kepikiran terus jadi sedih wkwk di kampus sama keluarga,sad,0.59
23655,rasanya kosong aja hari ini dari tadi kepikiran di kantor sama temen kantor,sad,0.58
23656,aku cuma pengen istirahat sebentar wkwk di kampus,sad,0.56
23657,akhirnya lolos interview kerja dan kepikiran terus di rumah,happy,0.05
23658,udah sabar tapi masih dibohongin banget bareng temen,angry,0.94
23659,hari ini berat banget dijalanin padahal udah coba santai sama keluarga,sad,0.72
23660,rasanya gugup terus hari ini sih di kantor sendiri,anxious,0.93
23661,cemas mikirin masa depan sih di kantor sendiri,anxious,0.82
23662,udah sabar tapi masih dibohongin agak random sih sama temen kantor,angry,0.87
23663,baru selesai makan siang tadi sih di rumah sendiri,neutral,0.39
23664,hari ini berat banget dijalanin serius di kantor sama keluarga,sad,0.58
23665,takut gagal di presentasi besok padahal udah coba santai sendiri,anxious,0.77
23666,baru selesai makan siang tadi wkwk waktu malam sama dia,neutral,0.43
23667,akhir minggu ini seru banget pas perjalanan sama dia,happy,0.18
23668,akhir minggu ini seru banget jujur aja waktu malam,happy,0.16
23669,hari ini berat banget dijalanin banget di rumah sama dia,sad,0.61
23670,akhirnya lolos interview kerja serius tadi pagi sendiri,happy,0.26
23671,hari ini produktif dan mood bagus sih bareng temen,happy,0.23
23672,habis beresin kamar dan lanjut kerja dan kepikiran terus di rumah,neutral,0.43
23673,senyum sendiri pas inget kejadian tadi agak random sih pas perjalanan sendiri,happy,0.22
23674,kehilangan semangat buat ngapa ngapain sama temen kantor,sad,0.59
23675,hari ini ga ada hal spesial tapi yaudahlah di rumah sama dia,neutral,0.22
23676,khawatir sama kondisi sekarang banget asli waktu malam sama temen kantor,anxious,0.97
23677,sekarang lagi nonton youtube dan kepikiran terus waktu malam,neutral,0.35
23678,dapat kabar baik dari keluarga tadi pagi dan kepikiran terus tadi pagi,happy,0.15
23679,baru selesai makan siang tadi wkwk waktu malam sama dia,neutral,0.44
23680,kecewa banget sama hasilnya tapi yaudahlah di kampus,sad,0.65
23681,seneng banget hari ini ketemu temen lama agak random sih pas perjalanan sama temen kantor,happy,0.28
23682,marah banget karena kerjaan berantakan wkwk tadi pagi sendiri,angry,0.88
23683,rasanya pengen marah terus agak random sih pas perjalanan sama dia,angry,0.84
23684,akhir minggu ini seru banget tapi yaudahlah pas perjalanan sendiri,happy,0.21
23685,lagi duduk sambil denger musik serius bareng temen,neutral,0.4
23686,anxious banget sebelum meeting tadi tapi yaudahlah,anxious,0.97
23687,akhirnya lolos interview kerja wkwk,happy,0.22
23688,besok ada jadwal meeting rutin padahal udah coba santai di kampus sama dia,neutral,0.42
23689,kecewa banget sama hasilnya dari tadi kepikiran di kampus sama keluarga,sad,0.65
23690,masih susah move on dari kejadian itu tadi pagi sama keluarga,sad,0.84
23691,cemas mikirin masa depan dan kepikiran terus di rumah sendiri,anxious,0.74
23692,senyum sendiri pas inget kejadian tadi sumpah tadi pagi sama keluarga,happy,0.1
23693,cemas mikirin masa depan tapi yaudahlah tadi pagi sendiri,anxious,0.78
23694,malam ini kepikiran terus jadi sedih hari ini di rumah sendiri,sad,0.82
23695,khawatir sama kondisi sekarang jujur aja bareng temen sendiri,anxious,0.87
23696,lagi duduk sambil denger musik hari ini di kantor sama keluarga,neutral,0.27
23697,takut gagal di presentasi besok dan kepikiran terus pas perjalanan sama dia,anxious,0.86
23698,rasanya pengen marah terus wkwk pas perjalanan,angry,0.79
23699,baru selesai makan siang tadi padahal udah coba santai tadi pagi sendiri,neutral,0.26
23700,kecewa banget sama hasilnya banget asli bareng temen,sad,0.76
23701,khawatir sama kondisi sekarang serius bareng temen sendiri,anxious,0.95
23702,kecewa banget sama hasilnya wkwk waktu malam,sad,0.76
23703,kehilangan semangat buat ngapa ngapain banget asli tadi pagi sama keluarga,sad,0.72
23704,kenapa sih harus bikin masalah terus banget asli di kampus sama temen kantor,angry,0.91
23705,capek ngadepin orang yang egois sumpah pas perjalanan sama dia,angry,0.73
23706,kenapa sih harus bikin masalah terus dari tadi kepikiran sama temen kantor,angry,0.78
23707,rasanya pengen marah terus serius bareng temen sama temen kantor,angry,0.69
23708,cemas mikirin masa depan dari tadi kepikiran pas perjalanan sendiri,anxious,0.82
23709,kesel banget sama orang yang ga tepat waktu di kampus sama keluarga,angry,0.83
23710,anxious banget sebelum meeting tadi sih sama temen kantor,anxious,0.88
23711,rasanya kosong aja hari ini dan kepikiran terus tadi pagi,sad,0.7
23712,rasanya sedih banget akhir akhir ini banget asli di rumah sama keluarga,sad,0.66
23713,anxious banget sebelum meeting tadi waktu malam sama keluarga,anxious,0.83
23714,capek sama keadaan sekarang sumpah bareng temen,sad,0.8
23715,rasanya sedih banget akhir akhir ini agak random sih tadi pagi sama temen kantor,sad,0.68
23716,geram banget sama pelayanan tadi hari ini di rumah sama temen kantor,angry,0.68
23717,lagi duduk sambil denger musik jujur aja tadi pagi,neutral,0.43
23718,besok ada jadwal meeting rutin dari tadi kepikiran bareng temen sendiri,neutral,0.22
23719,hari ini produktif dan mood bagus wkwk bareng temen sendiri,happy,0.2
23720,emosi lihat komentar orang tadi dan kepikiran terus tadi pagi sendiri,angry,0.66
23721,sekarang lagi nonton youtube dan kepikiran terus pas perjalanan sama temen kantor,neutral,0.21
23722,takut kalau hasilnya jelek sih tadi pagi sama keluarga,anxious,0.92
23723,hari ini biasa aja seperti biasanya padahal udah coba santai pas perjalanan sendiri,neutral,0.36
23724,akhir minggu ini seru banget banget asli di rumah sama keluarga,happy,0.08
23725,tadi pagi pergi sebentar ke minimarket hari ini di kantor sama dia,neutral,0.24
23726,kesal banget hari ini banget sendiri,angry,0.71
23727,marah banget karena kerjaan berantakan banget di kantor sama dia,angry,0.66
23728,kecewa banget sama hasilnya banget sama keluarga,sad,0.6
23729,akhir minggu ini seru banget serius di rumah sama keluarga,happy,0.23
23730,kecewa banget sama hasilnya banget asli waktu malam,sad,0.74
23731,lagi duduk sambil denger musik banget asli,neutral,0.29
23732,akhir minggu ini seru banget serius,happy,0.16
23733,takut gagal di presentasi besok jujur aja sama dia,anxious,0.95
23734,emosi lihat komentar orang tadi banget asli pas perjalanan sama dia,angry,0.86
23735,akhirnya tugas selesai juga lega banget agak random sih waktu malam,happy,0.27
23736,senyum sendiri pas inget kejadian tadi wkwk di rumah sama keluarga,happy,0.15
23737,hari ini biasa aja seperti biasanya sumpah di rumah,neutral,0.24
23738,dapat kabar baik dari keluarga tadi pagi pas perjalanan sendiri,happy,0.22
23739,orang itu bikin emosi banget sih pas perjalanan sama keluarga,angry,0.9
23740,capek sama keadaan sekarang wkwk di rumah sendiri,sad,0.58
23741,hari ini produktif dan mood bagus jujur aja tadi pagi,happy,0.15
23742,khawatir sama kondisi sekarang sumpah di rumah,anxious,0.95
23743,udah sabar tapi masih dibohongin serius di rumah,angry,0.69
23744,kecewa banget sama hasilnya jujur aja pas perjalanan sama keluarga,sad,0.83
23745,kecewa banget sama hasilnya banget tadi pagi,sad,0.83
23746,deg degan nunggu hasil pengumuman banget asli di rumah sama keluarga,anxious,0.92
23747,takut kalau hasilnya jelek agak random sih sendiri,anxious,0.92
23748,kepikiran banyak hal sampai susah tidur di kantor sama dia,anxious,0.96
23749,hari ini produktif dan mood bagus banget asli pas perjalanan sama keluarga,happy,0.12
23750,udah sabar tapi masih dibohongin serius waktu malam sendiri,angry,0.89
23751,baru selesai makan siang tadi banget bareng temen,neutral,0.26
23752,bingung dan takut ambil keputusan agak random sih pas perjalanan,anxious,0.89
23753,akhirnya lolos interview kerja padahal udah coba santai sendiri,happy,0.17
23754,orang itu bikin emosi banget di rumah sama temen kantor,angry,0.74
23755,anxious banget sebelum meeting tadi jujur aja pas perjalanan sendiri,anxious,0.91
23756,tadi pagi pergi sebentar ke minimarket banget di kampus,neutral,0.25
23757,anxious banget sebelum meeting tadi dari tadi kepikiran di kantor,anxious,0.96
23758,rasanya kosong aja hari ini wkwk di rumah sama keluarga,sad,0.66
23759,makan favorit hari ini bikin bahagia tapi yaudahlah waktu malam sama dia,happy,0.21
23760,kesal banget hari ini jujur aja bareng temen sama keluarga,angry,0.82
23761,capek sama keadaan sekarang dan kepikiran terus tadi pagi sama keluarga,sad,0.73
23762,takut kalau hasilnya jelek padahal udah coba santai di kantor sama dia,anxious,0.93
23763,orang itu bikin emosi banget hari ini di kampus sendiri,angry,0.68
23764,masih susah move on dari kejadian itu sih waktu malam sama dia,sad,0.61
23765,kesel banget sama orang yang ga tepat waktu serius,angry,0.75
23766,kesel banget sama orang yang ga tepat waktu wkwk di kampus sama keluarga,angry,0.84
23767,sekarang lagi nonton youtube sumpah di rumah sama temen kantor,neutral,0.22
23768,lagi duduk sambil denger musik serius waktu malam sama dia,neutral,0.42
23769,akhirnya lolos interview kerja dan kepikiran terus di kampus sendiri,happy,0.12
23770,udah sabar tapi masih dibohongin serius tadi pagi sendiri,angry,0.94
23771,capek ngadepin orang yang egois dari tadi kepikiran pas perjalanan sama keluarga,angry,0.69
23772,rasanya pengen marah terus dari tadi kepikiran bareng temen sama keluarga,angry,0.74
23773,rasanya sedih banget akhir akhir ini jujur aja sama temen kantor,sad,0.72
23774,makan favorit hari ini bikin bahagia wkwk di kantor sendiri,happy,0.26
23775,rasanya pengen marah terus banget asli sama dia,angry,0.72
23776,seneng banget hari ini ketemu temen lama di kantor sama dia,happy,0.26
23777,hari ini ga ada hal spesial dari tadi kepikiran di kantor sama keluarga,neutral,0.38
23778,rasanya pengen marah terus jujur aja tadi pagi sendiri,angry,0.82
23779,orang itu bikin emosi banget serius sama temen kantor,angry,0.91
23780,akhirnya tugas selesai juga lega banget agak random sih di kampus sama temen kantor,happy,0.26
23781,anxious banget sebelum meeting tadi dari tadi kepikiran,anxious,0.85
23782,kehilangan semangat buat ngapa ngapain jujur aja tadi pagi sama dia,sad,0.76
23783,rasanya sedih banget akhir akhir ini banget di kampus sama dia,sad,0.75
23784,hari ini berat banget dijalanin tapi yaudahlah di kantor sama temen kantor,sad,0.73
23785,makan favorit hari ini bikin bahagia serius di kantor sama keluarga,happy,0.19
23786,akhir akhir ini overthinking terus dan kepikiran terus waktu malam,anxious,0.85
23787,capek sama keadaan sekarang sih di kampus sendiri,sad,0.79
23788,emosi lihat komentar orang tadi padahal udah coba santai sama keluarga,angry,0.82
23789,deg degan nunggu hasil pengumuman dan kepikiran terus waktu malam sendiri,anxious,0.82
23790,rasanya sedih banget akhir akhir ini wkwk bareng temen,sad,0.82
23791,hari ini produktif dan mood bagus jujur aja di kantor,happy,0.3
23792,baru selesai makan siang tadi banget di rumah sama dia,neutral,0.42
23793,kenapa sih harus bikin masalah terus serius tadi pagi sama keluarga,angry,0.7
23794,deg degan nunggu hasil pengumuman wkwk waktu malam sama dia,anxious,0.97
23795,lagi duduk sambil denger musik sih waktu malam sama keluarga,neutral,0.28
23796,geram banget sama pelayanan tadi banget asli waktu malam,angry,0.86
